job_id,submit_time,wait_time,runtime,allocated_CPUs,avg_CPU_time_used,used_memory,requested_CPUs,requested_time,requested_memory,status,user_id,group_id,executable_number,queue_number,partition_number,preceding_job_number,think_time_from_preceding_job,CPU_time,start_time,end_time,num_running_jobs,running_job_requested_CPUs,running_job_requested_CPU_time,running_job_requested_wallclock_limit,running_job_nodes_assigned,running_job_mean_CPUs,running_job_mean_CPU_time,running_job_mean_wallclock_limit,elapsed_runtime_total,elapsed_runtime_mean,num_waiting_jobs,waiting_job_requested_CPUs,waiting_job_requested_CPU_time,waiting_job_requested_wallclock_limit,waiting_job_mean_CPUs,waiting_job_mean_CPU_time,waiting_job_mean_wallclock_limit,elapsed_waiting_time_total,elapsed_waiting_time_mean,should_wait_runtime_predicted,should_wait_runtime_actual,should_wait_runtime_predicted_5,should_wait_runtime_predicted_10,should_wait_runtime_predicted_15,should_wait_runtime_predicted_30,should_wait_runtime_predicted_60
269,18391682,19,1505,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18391701,18393206,21,73667,1467979200,567900,,3507.952381,69903771.43,27042.85714,216636,10316,38,288764,3725619600,749400,7599.052632,98042621.05,19721.05263,453920,11945.26316,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
270,18392053,10,1510,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18392063,18393573,21,73667,1467979200,567900,,3507.952381,69903771.43,27042.85714,222243,10583,37,280572,3696128400,745800,7583.027027,99895362.16,20156.75676,461100,12462.16216,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
271,18392635,8,247,2048,-1,-1,2048,43200,-1,-1,3,-1,-1,2,-1,-1,-1,88473600,18392643,18392890,24,90501,1637958600,624600,,3770.875,68248275,26025,231372,9640.5,29,181818,3378693000,677400,6269.586207,116506655.2,23358.62069,402350,13874.13793,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
272,18392667,22,1647,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18392689,18394336,25,92549,1726432200,667800,,3701.96,69057288,26712,232164,9286.56,29,181818,3378693000,677400,6269.586207,116506655.2,23358.62069,403278,13906.13793,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
273,18393087,3,42812,2048,-1,-1,2048,43200,-1,-1,3,-1,-1,2,-1,-1,-1,88473600,18393090,18435902,25,88003,2315851200,746100,,3520.12,92634048,29844,240507,9620.28,24,132216,2641008000,546000,5509,110042000,22750,370068,15419.5,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
274,18393095,2557,21677,16384,-1,-1,4096,21600,-1,-1,147,-1,-1,2,-1,-1,-1,88473600,18395652,18417329,26,90051,2404324800,789300,,3463.5,92474030.77,30357.69231,240712,9258.153846,24,132216,2641008000,546000,5509,110042000,22750,370260,15427.5,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
275,18393279,4,1518,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18393283,18394801,24,81795,2403172800,782100,,3408.125,100132200,32587.5,241247,10051.95833,24,132280,2656905600,549600,5511.666667,110704400,22900,372976,15540.66667,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
276,18393286,20,1505,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18393306,18394811,25,83843,2425291200,792900,,3353.72,97011648,31716,241418,9656.72,24,132280,2656905600,549600,5511.666667,110704400,22900,373144,15547.66667,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
277,18393496,13634,10969,8192,-1,-1,2048,18000,-1,-1,147,-1,-1,2,-1,-1,-1,36864000,18407130,18418099,25,97155,2325758400,760500,,3886.2,93030336,30420,217511,8700.44,23,115896,2597923200,546000,5038.956522,112953182.6,23739.13043,369817,16079,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
278,18393657,14,1507,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18393671,18395178,25,103299,2436350400,765900,,4131.96,97454016,30636,219999,8799.96,23,109752,2502076800,547800,4771.826087,108785947.8,23817.3913,362407,15756.82609,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
279,18393926,607,991,8192,-1,-1,2048,3600,-1,-1,230,-1,-1,2,-1,-1,-1,7372800,18394533,18395524,26,105347,3151512000,819000,,4051.807692,121212000,31500,226276,8702.923077,22,93368,1794288000,504600,4244,81558545.45,22936.36364,283141,12870.04545,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
280,18394201,36123,24458,16384,-1,-1,4096,36000,-1,-1,60,-1,-1,2,-1,-1,-1,147456000,18430324,18454782,26,105347,3151512000,819000,,4051.807692,121212000,31500,233426,8977.923077,23,95416,1801660800,508200,4148.521739,78333078.26,22095.65217,289466,12585.47826,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
281,18394202,52069,24709,16384,-1,-1,4096,36000,-1,-1,60,-1,-1,2,-1,-1,-1,147456000,18446271,18470980,26,105347,3151512000,819000,,4051.807692,121212000,31500,233452,8978.923077,24,99512,1949116800,544200,4146.333333,81213200,22675,289490,12062.08333,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
282,18394203,60577,24208,16384,-1,-1,4096,36000,-1,-1,60,-1,-1,2,-1,-1,-1,147456000,18454780,18478988,26,105347,3151512000,819000,,4051.807692,121212000,31500,233478,8979.923077,25,103608,2096572800,580200,4144.32,83862912,23208,289515,11580.6,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
283,18394204,76770,24696,16384,-1,-1,4096,36000,-1,-1,60,-1,-1,2,-1,-1,-1,147456000,18470974,18495670,26,105347,3151512000,819000,,4051.807692,121212000,31500,233504,8980.923077,26,107704,2244028800,616200,4142.461538,86308800,23700,289541,11136.19231,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
284,18394206,85203,24584,16384,-1,-1,4096,36000,-1,-1,60,-1,-1,2,-1,-1,-1,147456000,18479409,18503993,26,105347,3151512000,819000,,4051.807692,121212000,31500,233556,8982.923077,27,111800,2391484800,652200,4140.740741,88573511.11,24155.55556,289595,10725.74074,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
285,18394207,92187,30315,16384,-1,-1,4096,36000,-1,-1,60,-1,-1,2,-1,-1,-1,147456000,18486394,18516709,26,105347,3151512000,819000,,4051.807692,121212000,31500,233582,8983.923077,28,115896,2538940800,688200,4139.142857,90676457.14,24578.57143,289623,10343.67857,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
286,18394208,101477,24425,16384,-1,-1,4096,36000,-1,-1,60,-1,-1,2,-1,-1,-1,147456000,18495685,18520110,26,105347,3151512000,819000,,4051.807692,121212000,31500,233608,8984.923077,29,119992,2686396800,724200,4137.655172,92634372.41,24972.41379,289652,9988,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
287,18394209,107650,27503,16384,-1,-1,4096,36000,-1,-1,60,-1,-1,2,-1,-1,-1,147456000,18501859,18529362,26,105347,3151512000,819000,,4051.807692,121212000,31500,233634,8985.923077,30,124088,2833852800,760200,4136.266667,94461760,25340,289682,9656.066667,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
288,18394210,109793,24574,16384,-1,-1,4096,36000,-1,-1,60,-1,-1,2,-1,-1,-1,147456000,18504003,18528577,26,105347,3151512000,819000,,4051.807692,121212000,31500,233660,8986.923077,31,128184,2981308800,796200,4134.967742,96171251.61,25683.87097,289713,9345.580645,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
289,18394212,125919,24363,16384,-1,-1,4096,36000,-1,-1,60,-1,-1,2,-1,-1,-1,147456000,18520131,18544494,26,105347,3151512000,819000,,4051.807692,121212000,31500,233712,8988.923077,32,132280,3128764800,832200,4133.75,97773900,26006.25,289777,9055.53125,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
290,18394214,134384,24356,16384,-1,-1,4096,36000,-1,-1,60,-1,-1,2,-1,-1,-1,147456000,18528598,18552954,26,105347,3151512000,819000,,4051.807692,121212000,31500,233764,8990.923077,33,136376,3276220800,868200,4132.606061,99279418.18,26309.09091,289843,8783.121212,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
291,18394215,135146,27559,16384,-1,-1,4096,36000,-1,-1,60,-1,-1,2,-1,-1,-1,147456000,18529361,18556920,26,105347,3151512000,819000,,4051.807692,121212000,31500,233790,8991.923077,34,140472,3423676800,904200,4131.529412,100696376.5,26594.11765,289877,8525.794118,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
292,18394216,140794,24826,16384,-1,-1,4096,36000,-1,-1,60,-1,-1,2,-1,-1,-1,147456000,18535010,18559836,26,105347,3151512000,819000,,4051.807692,121212000,31500,233816,8992.923077,35,144568,3571132800,940200,4130.514286,102032365.7,26862.85714,289912,8283.2,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
293,18394217,150275,24619,16384,-1,-1,4096,36000,-1,-1,60,-1,-1,2,-1,-1,-1,147456000,18544492,18569111,26,105347,3151512000,819000,,4051.807692,121212000,31500,233842,8993.923077,36,148664,3718588800,976200,4129.555556,103294133.3,27116.66667,289948,8054.111111,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
294,18394218,158732,24473,16384,-1,-1,4096,36000,-1,-1,60,-1,-1,2,-1,-1,-1,147456000,18552950,18577423,26,105347,3151512000,819000,,4051.807692,121212000,31500,233868,8994.923077,37,152760,3866044800,1012200,4128.648649,104487697.3,27356.75676,289985,7837.432432,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
295,18394219,163105,27792,16384,-1,-1,4096,36000,-1,-1,60,-1,-1,2,-1,-1,-1,147456000,18557324,18585116,26,105347,3151512000,819000,,4051.807692,121212000,31500,233894,8995.923077,38,156856,4013500800,1048200,4127.789474,105618442.1,27584.21053,290023,7632.184211,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
296,18394220,165616,24543,16384,-1,-1,4096,36000,-1,-1,60,-1,-1,2,-1,-1,-1,147456000,18559836,18584379,26,105347,3151512000,819000,,4051.807692,121212000,31500,233920,8996.923077,39,160952,4160956800,1084200,4126.974359,106691200,27800,290062,7437.487179,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
297,18394221,174907,24456,16384,-1,-1,4096,36000,-1,-1,60,-1,-1,2,-1,-1,-1,147456000,18569128,18593584,26,105347,3151512000,819000,,4051.807692,121212000,31500,233946,8997.923077,40,165048,4308412800,1120200,4126.2,107710320,28005,290102,7252.55,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
298,18394223,183216,24282,16384,-1,-1,4096,36000,-1,-1,60,-1,-1,2,-1,-1,-1,147456000,18577439,18601721,26,105347,3151512000,819000,,4051.807692,121212000,31500,233998,8999.923077,41,169144,4455868800,1156200,4125.463415,108679726.8,28200,290184,7077.658537,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
299,18394224,190168,22247,16384,-1,-1,4096,36000,-1,-1,60,-1,-1,2,-1,-1,-1,147456000,18584392,18606639,26,105347,3151512000,819000,,4051.807692,121212000,31500,234024,9000.923077,42,173240,4603324800,1192200,4124.761905,109602971.4,28385.71429,290226,6910.142857,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
300,18394390,19,1570,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18394409,18395979,25,103299,3129393600,808200,,4131.96,125175744,32328,236639,9465.56,43,177336,4750780800,1228200,4124.093023,110483274.4,28562.7907,297364,6915.44186,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
301,18394881,7,1501,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18394888,18396389,24,86915,3055665600,797400,,3621.458333,127319400,33225,245121,10213.375,42,175288,4743408000,1224600,4173.52381,112938285.7,29157.14286,317522,7560.047619,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
302,18394889,12,1510,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18394901,18396411,25,88963,3077784000,808200,,3558.52,123111360,32328,245314,9812.56,42,175288,4743408000,1224600,4173.52381,112938285.7,29157.14286,317858,7568.047619,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
303,18395123,11352,7530,8192,-1,-1,2048,7200,-1,-1,123,-1,-1,2,-1,-1,-1,14745600,18406475,18414005,26,91011,3099902400,819000,,3500.423077,119227015.4,31500,251386,9668.692308,42,175288,4743408000,1224600,4173.52381,112938285.7,29157.14286,327686,7802.047619,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
304,18395253,4378,3670,4096,-1,-1,1024,3600,-1,-1,230,-1,-1,2,-1,-1,-1,3686400,18399631,18403301,25,88963,3077784000,808200,,3558.52,123111360,32328,253184,10127.36,43,177336,4758153600,1231800,4124.093023,110654734.9,28646.51163,333276,7750.604651,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
305,18395259,4,1514,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18395263,18396777,25,88963,3077784000,808200,,3558.52,123111360,32328,253334,10133.36,44,178360,4761840000,1235400,4053.636364,108223636.4,28077.27273,333540,7580.454545,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
306,18395993,11,1507,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18396004,18397511,25,91011,3158884800,826200,,3640.44,126355392,33048,269711,10788.44,43,174264,4673366400,1213800,4052.651163,108682939.5,28227.90698,362938,8440.418605,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
307,18396484,13,1501,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18396497,18397998,24,88963,3136766400,815400,,3706.791667,130698600,33975,279287,11636.95833,43,174264,4673366400,1213800,4052.651163,108682939.5,28227.90698,384051,8931.418605,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
308,18396491,19,1511,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18396510,18398021,24,88963,3136766400,815400,,3706.791667,130698600,33975,279455,11643.95833,44,176312,4695484800,1224600,4007.090909,106715563.6,27831.81818,384359,8735.431818,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
309,18396863,20,1496,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18396883,18398379,25,91011,3158884800,826200,,3640.44,126355392,33048,287502,11500.08,43,174264,4673366400,1213800,4052.651163,108682939.5,28227.90698,400348,9310.418605,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
310,18397596,14,1500,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18397610,18399110,25,91011,3158884800,826200,,3640.44,126355392,33048,304948,12197.92,43,174264,4673366400,1213800,4052.651163,108682939.5,28227.90698,431867,10043.4186,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
311,18397953,5902,635,8192,-1,-1,8192,3600,-1,-1,73,-1,-1,2,-1,-1,-1,29491200,18403855,18404490,26,93059,3181003200,837000,,3579.192308,122346276.9,32192.30769,314216,12085.23077,43,174264,4673366400,1213800,4052.651163,108682939.5,28227.90698,447218,10400.4186,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
312,18397954,6598,663,8192,-1,-1,8192,3600,-1,-1,73,-1,-1,2,-1,-1,-1,29491200,18404552,18405215,26,93059,3181003200,837000,,3579.192308,122346276.9,32192.30769,314242,12086.23077,44,182456,4702857600,1217400,4146.727273,106883127.3,27668.18182,447262,10165.04545,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
313,18397955,7279,715,8192,-1,-1,8192,3600,-1,-1,73,-1,-1,2,-1,-1,-1,29491200,18405234,18405949,26,93059,3181003200,837000,,3579.192308,122346276.9,32192.30769,314268,12087.23077,45,190648,4732348800,1221000,4236.622222,105163306.7,27133.33333,447307,9940.155556,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
314,18397956,8008,691,8192,-1,-1,8192,3600,-1,-1,73,-1,-1,2,-1,-1,-1,29491200,18405964,18406655,26,93059,3181003200,837000,,3579.192308,122346276.9,32192.30769,314294,12088.23077,46,198840,4761840000,1224600,4322.608696,103518260.9,26621.73913,447353,9725.065217,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
315,18397958,8491,666,8192,-1,-1,8192,3600,-1,-1,73,-1,-1,2,-1,-1,-1,29491200,18406449,18407115,26,93059,3181003200,837000,,3579.192308,122346276.9,32192.30769,314346,12090.23077,47,207032,4791331200,1228200,4404.93617,101943217,26131.91489,447447,9520.148936,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
316,18398088,16,1504,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18398104,18399608,24,88963,3136766400,815400,,3706.791667,130698600,33975,314557,13106.54167,48,215224,4820822400,1231800,4483.833333,100433800,25662.5,453687,9451.8125,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
317,18398095,21,1502,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18398116,18399618,24,88963,3136766400,815400,,3706.791667,130698600,33975,314725,13113.54167,49,217272,4842940800,1242600,4434.122449,98835526.53,25359.18367,454030,9265.918367,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
318,18398465,6,1516,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18398471,18399987,25,91011,3166210800,829800,,3640.44,126648432,33192,312575,12503,47,213189,4784192400,1213800,4535.93617,101791327.7,25825.53191,460541,9798.744681,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
319,18399199,10,1517,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18399209,18400726,25,91011,3166210800,829800,,3640.44,126648432,33192,330064,13202.56,47,213189,4784192400,1213800,4535.93617,101791327.7,25825.53191,495039,10532.74468,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
320,18399691,11,1512,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18399702,18401214,25,89987,3147778800,822600,,3599.48,125911152,32904,339744,13589.76,46,212165,4780506000,1210200,4612.282609,103924043.5,26308.69565,513725,11167.93478,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
321,18399698,17,1520,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18399715,18401235,25,89987,3147778800,822600,,3599.48,125911152,32904,339919,13596.76,47,214213,4802624400,1221000,4557.723404,102183497.9,25978.7234,514054,10937.31915,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
322,18400068,11,1503,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18400079,18401582,26,92035,3169897200,833400,,3539.807692,121919123.1,32053.84615,348291,13395.80769,46,212165,4780506000,1210200,4612.282609,103924043.5,26308.69565,531067,11544.93478,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
323,18400802,9,1496,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18400811,18402307,25,91011,3125660400,790200,,3640.44,125026416,31608,307484,12299.36,44,208117,4707642000,1174200,4729.931818,106991863.6,26686.36364,546163,12412.79545,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
324,18401122,7,3666,1024,-1,-1,1024,3600,-1,-1,73,-1,-1,3,-1,-1,-1,3686400,18401129,18404795,26,93059,3147778800,801000,,3579.192308,121068415.4,30807.69231,315795,12145.96154,44,208117,4707642000,1174200,4729.931818,106991863.6,26686.36364,560243,12732.79545,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
325,18401294,13,1497,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18401307,18402804,25,89987,3107228400,783000,,3599.48,124289136,31320,317261,12690.44,44,208117,4707642000,1174200,4729.931818,106991863.6,26686.36364,567811,12904.79545,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
326,18401301,19,1506,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18401320,18402826,25,89987,3107228400,783000,,3599.48,124289136,31320,317436,12697.44,45,210165,4729760400,1185000,4670.333333,105105786.7,26333.33333,568126,12625.02222,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
327,18401672,3,1507,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18401675,18403182,26,92035,3129346800,793800,,3539.807692,120359492.3,30530.76923,290012,11154.30769,43,204021,4530694800,1131000,4744.674419,105364995.3,26302.32558,553312,12867.72093,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
328,18402405,11,1512,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18402416,18403928,26,92035,3129346800,793800,,3539.807692,120359492.3,30530.76923,299039,11501.5,42,199989,4458118800,1113000,4761.642857,106145685.7,26500,573886,13663.95238,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
329,18402897,3,1503,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18402900,18404403,25,89987,3107228400,783000,,3599.48,124289136,31320,309145,12365.8,42,199989,4458118800,1113000,4761.642857,106145685.7,26500,594550,14155.95238,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
330,18402904,9,1512,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18402913,18404425,26,92035,3129346800,793800,,3539.807692,120359492.3,30530.76923,309324,11897.07692,42,199989,4458118800,1113000,4761.642857,106145685.7,26500,594844,14162.95238,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
331,18403275,13,1507,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18403288,18404795,26,92035,3129346800,793800,,3539.807692,120359492.3,30530.76923,317732,12220.46154,42,199989,4458118800,1113000,4761.642857,106145685.7,26500,610426,14533.95238,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
332,18404008,4,1495,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18404012,18405507,25,91011,3022441200,777600,,3640.44,120897648,31104,321286,12851.44,41,191797,4428627600,1109400,4677.97561,108015307.3,27058.53659,635157,15491.63415,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
333,18404500,3,1511,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18404503,18406014,23,80771,2970831600,763200,,3511.782609,129166591.3,33182.6087,330242,14358.34783,41,191797,4428627600,1109400,4677.97561,108015307.3,27058.53659,655329,15983.63415,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
334,18404507,9,1520,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18404516,18406036,24,82819,2992950000,774000,,3450.791667,124706250,32250,330407,13766.95833,41,191797,4428627600,1109400,4677.97561,108015307.3,27058.53659,655616,15990.63415,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
335,18404511,28,17187,4096,-1,-1,4096,24300,-1,-1,2,-1,-1,2,-1,-1,-1,99532800,18404539,18421726,24,82819,2992950000,774000,,3450.791667,124706250,32250,330503,13770.95833,42,193845,4450746000,1120200,4615.357143,105970142.9,26671.42857,655784,15613.90476,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
336,18404877,8,1509,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18404885,18406394,25,94083,3118287600,798300,,3763.32,124731504,31932,334974,13398.96,40,183605,4399136400,1105800,4590.125,109978410,27645,663863,16596.575,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
337,18405611,9,1571,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18405620,18407191,25,94083,3118287600,798300,,3763.32,124731504,31932,351769,14070.76,39,175413,4369645200,1102200,4497.769231,112042184.6,28261.53846,685567,17578.64103,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
338,18406102,5,1504,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18406107,18407611,24,92035,3096169200,787500,,3834.791667,129007050,32812.5,360611,15025.45833,38,167221,4340154000,1098600,4400.552632,114214578.9,28910.52632,696570,18330.78947,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
339,18406109,11,1513,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18406120,18407633,25,94083,3118287600,798300,,3763.32,124731504,31932,360781,14431.24,38,167221,4340154000,1098600,4400.552632,114214578.9,28910.52632,696836,18337.78947,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
340,18406480,8,1504,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18406488,18407992,27,112515,3516418800,809100,,4167.222222,130237733.3,29966.66667,355109,13152.18519,35,140597,3588128400,1044600,4017.057143,102517954.3,29845.71429,634847,18138.48571,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
341,18407213,10,1513,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18407223,18408736,26,98179,3494300400,819900,,3776.115385,134396169.2,31534.61538,372102,14311.61538,34,138549,3551264400,1026600,4074.970588,104448952.9,30194.11765,646785,19023.08824,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
342,18407704,22,1566,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18407726,18409292,25,96131,3472182000,809100,,3845.24,138887280,32364,382168,15286.72,34,138549,3551264400,1026600,4074.970588,104448952.9,30194.11765,663479,19514.08824,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
343,18407712,27,1499,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18407739,18409238,25,96131,3472182000,809100,,3845.24,138887280,32364,382368,15294.72,35,140597,3573382800,1037400,4017.057143,102096651.4,29640,663759,18964.54286,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
344,18407914,25,3682,1024,-1,-1,1024,3600,-1,-1,73,-1,-1,3,-1,-1,-1,3686400,18407939,18411621,26,98179,3427945200,787500,,3776.115385,131844046.2,30288.46154,344373,13245.11538,34,138549,3551264400,1026600,4074.970588,104448952.9,30194.11765,670619,19724.08824,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
345,18408083,12,1509,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18408095,18409604,26,97155,3409513200,780300,,3736.730769,131135123.1,30011.53846,347316,13358.30769,34,138549,3551264400,1026600,4074.970588,104448952.9,30194.11765,676365,19893.08824,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
346,18408816,7,1502,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18408823,18410325,26,97155,3409513200,780300,,3736.730769,131135123.1,30011.53846,326158,12544.53846,32,136002,3492516000,965400,4250.0625,109141125,30168.75,555982,17374.4375,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
347,18409308,4,1495,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,18409312,18410807,25,95107,3387394800,769500,,3804.28,135495792,30780,336284,13451.36,32,136002,3492516000,965400,4250.0625,109141125,30168.75,571726,17866.4375,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
