job_id,submit_time,wait_time,runtime,allocated_CPUs,avg_CPU_time_used,used_memory,requested_CPUs,requested_time,requested_memory,status,user_id,group_id,executable_number,queue_number,partition_number,preceding_job_number,think_time_from_preceding_job,CPU_time,start_time,end_time,num_running_jobs,running_job_requested_CPUs,running_job_requested_CPU_time,running_job_requested_wallclock_limit,running_job_nodes_assigned,running_job_mean_CPUs,running_job_mean_CPU_time,running_job_mean_wallclock_limit,elapsed_runtime_total,elapsed_runtime_mean,num_waiting_jobs,waiting_job_requested_CPUs,waiting_job_requested_CPU_time,waiting_job_requested_wallclock_limit,waiting_job_mean_CPUs,waiting_job_mean_CPU_time,waiting_job_mean_wallclock_limit,elapsed_waiting_time_total,elapsed_waiting_time_mean,should_wait_runtime_predicted,should_wait_runtime_actual,should_wait_runtime_predicted_5,should_wait_runtime_predicted_10,should_wait_runtime_predicted_15,should_wait_runtime_predicted_30,should_wait_runtime_predicted_60
2618,19242904,25,1506,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19242929,19244435,16,61952,3479592960,730080,,3872,217474560,45630,299656,18728.5,8,43520,1094246400,244200,5440,136780800,30525,419003,52375.375,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2619,19242910,32,1504,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19242942,19244446,16,61952,3479592960,730080,,3872,217474560,45630,299752,18734.5,9,45568,1116364800,255000,5063.111111,124040533.3,28333.33333,419057,46561.88889,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2620,19244489,11,1506,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19244500,19246006,15,47616,2956124160,715680,,3174.4,197074944,47712,285359,19023.93333,6,37376,924672000,197400,6229.333333,154112000,32900,400228,66704.66667,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2621,19244496,17,1515,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19244513,19246028,15,47616,2956124160,715680,,3174.4,197074944,47712,285464,19030.93333,7,39424,946790400,208200,5632,135255771.4,29742.85714,400277,57182.42857,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2622,19244503,23,1513,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19244526,19246039,16,49664,2978242560,726480,,3104,186140160,45405,285572,17848.25,7,39424,946790400,208200,5632,135255771.4,29742.85714,400319,57188.42857,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2623,19244510,29,1510,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19244539,19246049,16,49664,2978242560,726480,,3104,186140160,45405,285684,17855.25,8,41472,968908800,219000,5184,121113600,27375,400375,50046.875,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2624,19244786,5,433,2048,-1,-1,512,7200,-1,-1,166,-1,-1,2,-1,-1,-1,3686400,19244791,19245224,19,55808,3044597760,758880,,2937.263158,160241987.4,39941.05263,290880,15309.47368,6,37376,924672000,197400,6229.333333,154112000,32900,402010,67001.66667,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2625,19244829,22,190,256,-1,-1,256,3600,-1,-1,3,-1,-1,3,-1,-1,-1,921600,19244851,19245041,20,56320,3048284160,766080,,2816,152414208,38304,291735,14586.75,6,37376,924672000,197400,6229.333333,154112000,32900,402268,67044.66667,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2626,19245123,12,3656,256,-1,-1,256,3600,-1,-1,3,-1,-1,3,-1,-1,-1,921600,19245135,19248791,20,56320,3048284160,766080,,2816,152414208,38304,267021,13351.05,5,33280,777216000,161400,6656,155443200,32280,373536,74707.2,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2627,19246089,5,1511,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19246094,19247605,15,45824,2927554560,704880,,3054.933333,195170304,46992,275362,18357.46667,5,33280,777216000,161400,6656,155443200,32280,378366,75673.2,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2628,19246096,11,1508,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19246107,19247615,16,47872,2949672960,715680,,2992,184354560,44730,275469,17216.8125,5,33280,777216000,161400,6656,155443200,32280,378401,75680.2,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2629,19246102,17,1517,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19246119,19247636,16,47872,2949672960,715680,,2992,184354560,44730,275565,17222.8125,6,35328,799334400,172200,5888,133222400,28700,378437,63072.83333,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2630,19246109,33,1516,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19246142,19247658,17,49920,2971791360,726480,,2936.470588,174811256.5,42734.11765,275679,16216.41176,6,35328,799334400,172200,5888,133222400,28700,378473,63078.83333,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2631,19247687,6,1501,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19247693,19249194,15,45824,2927554560,704880,,3054.933333,195170304,46992,299332,19955.46667,5,33280,777216000,161400,6656,155443200,32280,386356,77271.2,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2632,19247694,11,1510,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19247705,19249215,16,47872,2949672960,715680,,2992,184354560,44730,299438,18714.875,5,33280,777216000,161400,6656,155443200,32280,386391,77278.2,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2633,19247701,27,1509,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19247728,19249237,16,47872,2949672960,715680,,2992,184354560,44730,299550,18721.875,6,35328,799334400,172200,5888,133222400,28700,386433,64405.5,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2634,19247708,33,1517,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19247741,19249258,17,49920,2971791360,726480,,2936.470588,174811256.5,42734.11765,299665,17627.35294,6,35328,799334400,172200,5888,133222400,28700,386468,64411.33333,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2635,19249286,5,1500,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19249291,19250791,13,37376,2749685760,679680,,2875.076923,211514289.2,52283.07692,308591,23737.76923,5,33280,777216000,161400,6656,155443200,32280,394351,78870.2,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2636,19249293,11,1510,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19249304,19250814,14,39424,2771804160,690480,,2816,197986011.4,49320,308684,22048.85714,5,33280,777216000,161400,6656,155443200,32280,394386,78877.2,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2637,19249300,17,1507,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19249317,19250824,14,39424,2771804160,690480,,2816,197986011.4,49320,308782,22055.85714,6,35328,799334400,172200,5888,133222400,28700,394428,65738,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2638,19249307,22,1506,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19249329,19250835,15,41472,2793922560,701280,,2764.8,186261504,46752,308883,20592.2,6,35328,799334400,172200,5888,133222400,28700,394463,65743.83333,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2639,19249393,41956,31721,32768,-1,-1,8192,43200,-1,-1,7,-1,-1,2,-1,-1,-1,353894400,19291349,19323070,17,45568,2838159360,722880,,2680.470588,166950550.6,42522.35294,310313,18253.70588,5,33280,777216000,161400,6656,155443200,32280,394886,78977.2,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2640,19250079,6,578,4096,-1,-1,1024,7200,-1,-1,166,-1,-1,2,-1,-1,-1,7372800,19250085,19250663,17,45568,2838159360,722880,,2680.470588,166950550.6,42522.35294,285175,16775,5,40960,1110835200,165000,8192,222167040,33000,137598,27519.6,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2641,19250887,7,1504,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19250894,19252398,13,37376,2749685760,679680,,2875.076923,211514289.2,52283.07692,292604,22508,5,40960,1110835200,165000,8192,222167040,33000,141638,28327.6,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2642,19250894,13,1513,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19250907,19252420,13,37376,2749685760,679680,,2875.076923,211514289.2,52283.07692,292695,22515,5,40960,1110835200,165000,8192,222167040,33000,141673,28334.6,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2643,19250901,18,1511,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19250919,19252430,14,39424,2771804160,690480,,2816,197986011.4,49320,292793,20913.78571,6,43008,1132953600,175800,7168,188825600,29300,141715,23619.16667,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2644,19250908,24,1519,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19250932,19252451,15,41472,2793922560,701280,,2764.8,186261504,46752,292892,19526.13333,6,43008,1132953600,175800,7168,188825600,29300,141750,23625,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2645,19252245,11,20054,2048,-1,-1,2048,32400,-1,-1,120,-1,-1,2,-1,-1,-1,66355200,19252256,19272310,17,57856,2798837760,693480,,3403.294118,164637515.3,40792.94118,265228,15601.64706,3,20480,855244800,122400,6826.666667,285081600,40800,75978,25326,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2646,19252246,33,20117,2048,-1,-1,2048,32400,-1,-1,120,-1,-1,2,-1,-1,-1,66355200,19252279,19272396,17,57856,2798837760,693480,,3403.294118,164637515.3,40792.94118,265245,15602.64706,4,22528,921600000,154800,5632,230400000,38700,75982,18995.5,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2647,19252247,45,20093,2048,-1,-1,2048,32400,-1,-1,120,-1,-1,2,-1,-1,-1,66355200,19252292,19272385,17,57856,2798837760,693480,,3403.294118,164637515.3,40792.94118,265262,15603.64706,5,24576,987955200,187200,4915.2,197591040,37440,75987,15197.4,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2648,19252248,57,20069,2048,-1,-1,2048,32400,-1,-1,120,-1,-1,2,-1,-1,-1,66355200,19252305,19272374,17,57856,2798837760,693480,,3403.294118,164637515.3,40792.94118,265279,15604.64706,6,26624,1054310400,219600,4437.333333,175718400,36600,75993,12665.5,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2649,19252249,69,20099,2048,-1,-1,2048,32400,-1,-1,120,-1,-1,2,-1,-1,-1,66355200,19252318,19272417,17,57856,2798837760,693480,,3403.294118,164637515.3,40792.94118,265296,15605.64706,7,28672,1120665600,252000,4096,160095085.7,36000,76000,10857.14286,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2650,19252431,5982,35355,4096,-1,-1,4096,37200,-1,-1,120,-1,-1,2,-1,-1,-1,152371200,19258413,19293768,19,61952,3064258560,823080,,3260.631579,161276766.3,43320,264522,13922.21053,3,20480,855244800,122400,6826.666667,285081600,40800,76536,25512,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2651,19252486,9,1503,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19252495,19253998,18,59904,3042140160,812280,,3328,169007786.7,45126.66667,264013,14667.38889,4,24576,1007616000,159600,6144,251904000,39900,76756,19189,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2652,19252493,15,1512,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19252508,19254020,18,59904,3042140160,812280,,3328,169007786.7,45126.66667,264139,14674.38889,5,26624,1029734400,170400,5324.8,205946880,34080,76791,15358.2,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2653,19252500,31,1522,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19252531,19254053,19,61952,3064258560,823080,,3260.631579,161276766.3,43320,264270,13908.94737,5,26624,1029734400,170400,5324.8,205946880,34080,76819,15363.8,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2654,19252507,47,1520,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19252554,19254074,19,61952,3064258560,823080,,3260.631579,161276766.3,43320,264403,13915.94737,6,28672,1051852800,181200,4778.666667,175308800,30200,76861,12810.16667,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2655,19252531,41246,171,4096,-1,-1,4096,37200,-1,-1,120,-1,-1,2,-1,-1,-1,152371200,19293777,19293948,20,64000,3086376960,833880,,3200,154318848,41694,264882,13244.1,5,26624,1029734400,170400,5324.8,205946880,34080,76960,15392,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2656,19254086,10,1517,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19254096,19255613,18,59904,3042140160,812280,,3328,169007786.7,45126.66667,292813,16267.38889,5,28672,1159987200,196800,5734.4,231997440,39360,84711,16942.2,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2657,19254093,16,1494,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19254109,19255603,18,59904,3042140160,812280,,3328,169007786.7,45126.66667,292939,16274.38889,6,30720,1182105600,207600,5120,197017600,34600,84753,14125.5,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2658,19254100,21,1513,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19254121,19255634,19,61952,3064258560,823080,,3260.631579,161276766.3,43320,293069,15424.68421,6,30720,1182105600,207600,5120,197017600,34600,84788,14131.33333,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2659,19254107,27,1511,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19254134,19255645,19,61952,3064258560,823080,,3260.631579,161276766.3,43320,293202,15431.68421,7,32768,1204224000,218400,4681.142857,172032000,31200,84837,12119.57143,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2660,19255686,3,1511,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19255689,19257200,18,59904,3042140160,812280,,3328,169007786.7,45126.66667,321613,17867.38889,5,28672,1159987200,196800,5734.4,231997440,39360,92711,18542.2,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2661,19255693,9,1508,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19255702,19257210,19,61952,3064258560,823080,,3260.631579,161276766.3,43320,321743,16933.84211,5,28672,1159987200,196800,5734.4,231997440,39360,92746,18549.2,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2662,19255700,15,1517,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19255715,19257232,19,61952,3064258560,823080,,3260.631579,161276766.3,43320,321876,16940.84211,6,30720,1182105600,207600,5120,197017600,34600,92788,15464.66667,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2663,19255707,21,1516,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19255728,19257244,20,64000,3086376960,833880,,3200,154318848,41694,322014,16100.7,6,30720,1182105600,207600,5120,197017600,34600,92823,15470.5,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2664,19256147,3,3649,256,-1,-1,64,3600,-1,-1,123,-1,-1,3,-1,-1,-1,230400,19256150,19259799,22,68096,3130613760,855480,,3095.272727,142300625.5,38885.45455,331665,15075.68182,5,28672,1159987200,196800,5734.4,231997440,39360,95016,19003.2,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2665,19257286,6,1512,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19257292,19258804,19,59968,3042370560,815880,,3156.210526,160124766.3,42941.05263,351549,18502.57895,5,28672,1159987200,196800,5734.4,231997440,39360,100711,20142.2,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2666,19257293,12,1510,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19257305,19258815,20,62016,3064488960,826680,,3100.8,153224448,41334,351683,17584.15,5,28672,1159987200,196800,5734.4,231997440,39360,100746,20149.2,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2667,19257300,18,1486,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19257318,19258804,20,62016,3064488960,826680,,3100.8,153224448,41334,351823,17591.15,6,30720,1182105600,207600,5120,197017600,34600,100788,16798,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2668,19257307,24,1517,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19257331,19258848,21,64064,3086607360,837480,,3050.666667,146981302.9,39880,351965,16760.2381,6,30720,1182105600,207600,5120,197017600,34600,100823,16803.83333,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2669,19258885,6,1510,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19258891,19260401,20,57920,3499484160,882480,,2896,174974208,44124,350891,17544.55,2,12288,506265600,80400,6144,253132800,40200,15846,7923,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2670,19258892,12,1508,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19258904,19260412,21,59968,3521602560,893280,,2855.619048,167695360,42537.14286,351032,16715.80952,2,12288,506265600,80400,6144,253132800,40200,15860,7930,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2671,19258899,18,1517,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19258917,19260434,21,59968,3521602560,893280,,2855.619048,167695360,42537.14286,351179,16722.80952,3,14336,528384000,91200,4778.666667,176128000,30400,15881,5293.666667,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2672,19258906,23,1514,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19258929,19260443,22,62016,3543720960,904080,,2818.909091,161078225.5,41094.54545,351328,15969.45455,3,14336,528384000,91200,4778.666667,176128000,30400,15895,5298.333333,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2673,19260484,9,1497,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19260493,19261990,19,57856,3499253760,878880,,3045.052632,184171250.5,46256.84211,378537,19923,2,12288,506265600,80400,6144,253132800,40200,19044,9522,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2674,19260491,14,1506,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19260505,19262011,19,57856,3499253760,878880,,3045.052632,184171250.5,46256.84211,378670,19930,3,14336,528384000,91200,4778.666667,176128000,30400,19065,6355,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2675,19260498,20,1504,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19260518,19262022,20,59904,3521372160,889680,,2995.2,176068608,44484,378808,18940.4,3,14336,528384000,91200,4778.666667,176128000,30400,19079,6359.666667,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2676,19260506,25,1512,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19260531,19262043,21,61952,3543490560,900480,,2950.095238,168737645.7,42880,378969,18046.14286,3,14336,528384000,91200,4778.666667,176128000,30400,19096,6365.333333,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2677,19260556,10,249,2048,-1,-1,2048,43200,-1,-1,13,-1,-1,2,-1,-1,-1,88473600,19260566,19260815,23,66048,3587727360,922080,,2871.652174,155988146.1,40090.43478,380082,16525.30435,2,12288,506265600,80400,6144,253132800,40200,19188,9594,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2678,19260910,6,165,256,-1,-1,1,360,-1,-1,108,-1,-1,3,-1,-1,-1,360,19260916,19261081,23,66048,3587727360,922080,,2871.652174,155988146.1,40090.43478,388224,16879.30435,2,12288,506265600,80400,6144,253132800,40200,19896,9948,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2679,19261026,9,151,256,-1,-1,1,360,-1,-1,108,-1,-1,3,-1,-1,-1,360,19261035,19261186,24,66049,3587727720,922440,,2752.041667,149488655,38435,391002,16291.75,2,12288,506265600,80400,6144,253132800,40200,20128,10064,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2680,19261273,13,166,256,-1,-1,1,360,-1,-1,108,-1,-1,3,-1,-1,-1,360,19261286,19261452,23,66048,3587727360,922080,,2871.652174,155988146.1,40090.43478,396573,17242.30435,2,12288,506265600,80400,6144,253132800,40200,20622,10311,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2681,19261288,11,174,256,-1,-1,1,360,-1,-1,108,-1,-1,3,-1,-1,-1,360,19261299,19261473,24,66049,3587727720,922440,,2752.041667,149488655,38435,396920,16538.33333,2,12288,506265600,80400,6144,253132800,40200,20652,10326,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2682,19262084,13,1567,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19262097,19263664,19,57856,3499253760,878880,,3045.052632,184171250.5,46256.84211,408937,21523,2,12288,506265600,80400,6144,253132800,40200,22244,11122,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2683,19262091,29,1511,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19262120,19263631,19,57856,3499253760,878880,,3045.052632,184171250.5,46256.84211,409070,21530,3,14336,528384000,91200,4778.666667,176128000,30400,22265,7421.666667,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2684,19262098,35,1521,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19262133,19263654,20,59904,3521372160,889680,,2995.2,176068608,44484,409204,20460.2,3,14336,528384000,91200,4778.666667,176128000,30400,22279,7426.333333,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2685,19262105,41,1497,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19262146,19263643,20,59904,3521372160,889680,,2995.2,176068608,44484,409344,20467.2,4,16384,550502400,102000,4096,137625600,25500,22307,5576.75,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2686,19263038,8,234,2048,-1,-1,2048,43200,-1,-1,13,-1,-1,2,-1,-1,-1,88473600,19263046,19263280,23,66048,3587727360,922080,,2871.652174,155988146.1,40090.43478,430719,18726.91304,2,12288,506265600,80400,6144,253132800,40200,24152,12076,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2687,19263129,4,43283,2048,-1,-1,2048,43200,-1,-1,3,-1,-1,2,-1,-1,-1,88473600,19263133,19306416,24,68096,3676200960,965280,,2837.333333,153175040,40220,432895,18037.29167,2,12288,506265600,80400,6144,253132800,40200,24334,12167,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2688,19263338,3,43265,2048,-1,-1,2048,43200,-1,-1,3,-1,-1,2,-1,-1,-1,88473600,19263341,19306606,23,66048,3587727360,922080,,2871.652174,155988146.1,40090.43478,394474,17151.04348,2,12288,506265600,80400,6144,253132800,40200,24752,12376,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2689,19263684,7,1512,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19263691,19265203,19,57856,3499253760,878880,,3045.052632,184171250.5,46256.84211,353062,18582.21053,2,12288,506265600,80400,6144,253132800,40200,25444,12722,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2690,19263691,13,1521,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19263704,19265225,19,57856,3499253760,878880,,3045.052632,184171250.5,46256.84211,353195,18589.21053,2,12288,506265600,80400,6144,253132800,40200,25458,12729,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2691,19263699,18,1519,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19263717,19265236,20,59904,3521372160,889680,,2995.2,176068608,44484,353355,17667.75,3,14336,528384000,91200,4778.666667,176128000,30400,25482,8494,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2692,19263706,24,1527,2048,-1,-1,2048,10800,-1,-1,1,-1,-1,2,-1,-1,-1,22118400,19263730,19265257,21,61952,3543490560,900480,,2950.095238,168737645.7,42880,353497,16833.19048,3,14336,528384000,91200,4778.666667,176128000,30400,25495,8498.333333,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2693,19264047,9,43274,2048,-1,-1,2048,43200,-1,-1,13,-1,-1,2,-1,-1,-1,88473600,19264056,19307330,23,66048,3587727360,922080,,2871.652174,155988146.1,40090.43478,361305,15708.91304,2,12288,506265600,80400,6144,253132800,40200,26170,13085,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2694,19264226,2,181,2048,-1,-1,2048,43200,-1,-1,13,-1,-1,2,-1,-1,-1,88473600,19264228,19264409,24,68096,3676200960,965280,,2837.333333,153175040,40220,365592,15233,2,12288,506265600,80400,6144,253132800,40200,26528,13264,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2695,19264289,8,43276,2048,-1,-1,2048,43200,-1,-1,13,-1,-1,2,-1,-1,-1,88473600,19264297,19307573,25,70144,3764674560,1008480,,2805.76,150586982.4,40339.2,367165,14686.6,2,12288,506265600,80400,6144,253132800,40200,26654,13327,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2696,19266843,4,43274,2048,-1,-1,2048,43200,-1,-1,13,-1,-1,2,-1,-1,-1,88473600,19266847,19310121,21,61952,3676200960,965280,,2950.095238,175057188.6,45965.71429,418416,19924.57143,2,12288,506265600,80400,6144,253132800,40200,31762,15881,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2697,19270305,11237,43029,2048,-1,-1,1024,43200,-1,-1,226,-1,-1,2,-1,-1,-1,44236800,19281542,19324571,22,64000,3764674560,1008480,,2909.090909,171121570.9,45840,494576,22480.72727,2,12288,506265600,80400,6144,253132800,40200,38686,19343,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2698,19270329,11518,387,2048,-1,-1,1024,43200,-1,-1,226,-1,-1,2,-1,-1,-1,44236800,19281847,19282234,22,64000,3764674560,1008480,,2909.090909,171121570.9,45840,495104,22504.72727,3,13312,550502400,123600,4437.333333,183500800,41200,38758,12919.33333,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2699,19287471,12,26038,2048,-1,-1,1024,43200,-1,-1,226,-1,-1,2,-1,-1,-1,44236800,19287483,19313521,9,31744,2608988160,536880,,3527.111111,289887573.3,59653.33333,314828,34980.88889,2,12288,506265600,80400,6144,253132800,40200,73018,36509,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2700,19287542,486610,43276,2048,-1,-1,1024,43200,-1,-1,226,-1,-1,2,-1,-1,-1,44236800,19774152,19817428,10,32768,2653224960,580080,,3276.8,265322496,58008,315526,31552.6,2,12288,506265600,80400,6144,253132800,40200,73160,36580,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
